1,211109000000,0.0
2,211109000500,0.0
3,211109001000,0.0
4,211109001500,0.0
5,211109002000,0.0
6,211109002500,0.0
7,211109003000,0.0
8,211109003500,0.0
9,211109004000,0.0
10,211109004500,0.0
11,211109005000,0.0
12,211109005500,0.0
13,211109010000,0.0
14,211109010500,0.0
15,211109011000,0.0
16,211109011500,0.0
17,211109012000,0.0
18,211109012500,0.0
19,211109013000,0.0
20,211109013500,0.0
21,211109014000,0.0
22,211109014500,0.0
23,211109015000,0.0
24,211109015500,0.0
25,211109020000,0.0
26,211109020500,0.0
27,211109021000,0.0
28,211109021500,0.0
29,211109022000,0.0
30,211109022500,0.0
31,211109023000,0.0
32,211109023500,0.0
33,211109024000,0.0
34,211109024500,0.0
35,211109025000,0.0
36,211109025500,0.0
37,211109030000,0.0
38,211109030500,0.0
39,211109031000,0.0
40,211109031500,0.0
41,211109032000,0.0
42,211109032500,0.0
43,211109033000,0.0
44,211109033500,0.0
45,211109034000,0.0
46,211109034500,0.0
47,211109035000,0.0
48,211109035500,0.0
49,211109040000,0.0
50,211109040500,0.0
51,211109041000,0.0
52,211109041500,0.0
53,211109042000,0.0
54,211109042500,0.0
55,211109043000,0.0
56,211109043500,0.0
57,211109044000,0.0
58,211109044500,0.0
59,211109045000,0.0
60,211109045500,0.0
61,211109050000,0.0
62,211109050500,0.0
63,211109051000,0.0
64,211109051500,0.0
65,211109052000,0.0
66,211109052500,0.0
67,211109053000,0.0
68,211109053500,0.0
69,211109054000,0.0
70,211109054500,0.0
71,211109055000,0.0
72,211109055500,0.0
73,211109060000,0.0
74,211109060500,0.0
75,211109061000,0.0
76,211109061500,0.0
77,211109062000,0.0
78,211109062500,0.0
79,211109063000,0.0
80,211109063500,0.0
81,211109064000,0.0
82,211109064500,0.0
83,211109065000,0.0
84,211109065500,0.0
85,211109070000,0.0
86,211109070500,0.0
87,211109071000,0.0
88,211109071500,0.0
89,211109072000,0.0
90,211109072500,0.0
91,211109073000,0.0
92,211109073500,0.0
93,211109074000,0.0
94,211109074500,0.0
95,211109075000,0.0
96,211109075500,0.0
97,211109080000,0.0
98,211109080500,0.0
99,211109081000,0.0
100,211109081500,0.0
101,211109082000,0.0
102,211109082500,0.0
103,211109083000,0.0
104,211109083500,0.0
105,211109084000,0.0
106,211109084500,0.0
107,211109085000,0.0
108,211109085500,0.0
109,211109090000,0.0
110,211109090500,0.0
111,211109091000,0.0
112,211109091500,0.0
113,211109092000,0.0
114,211109092500,0.0
115,211109093000,0.0
116,211109093500,0.0
117,211109094000,0.0
118,211109094500,0.0
119,211109095000,0.0
120,211109095500,0.0
121,211109100500,0.0
122,211109101000,0.0
123,211109101500,0.0
124,211109102000,0.0
125,211109102500,0.0
126,211109103000,0.0
127,211109103500,0.0
128,211109104000,0.0
129,211109104500,0.0
130,211109105000,0.0
131,211109105500,0.0
132,211109110000,0.0
133,211109110500,0.0
134,211109111000,0.0
135,211109111500,0.0
136,211109112000,0.0
137,211109112500,0.0
138,211109113000,0.0
139,211109113500,0.0
140,211109114000,0.0
141,211109114500,0.0
142,211109115000,0.0
143,211109115500,0.0
144,211109120000,0.0
145,211109120500,0.0
146,211109121000,0.0
147,211109121500,0.0
148,211109122000,0.0
149,211109122500,0.0
150,211109123000,0.0
151,211109123500,0.0
152,211109124000,0.0
153,211109124500,0.0
154,211109125500,0.0
155,211109130000,0.0
156,211109130500,0.0
157,211109131000,0.0
158,211109131500,0.0
159,211109132000,0.0
160,211109132500,0.0
161,211109133000,0.0
162,211109133500,0.0
163,211109134000,0.0
164,211109134500,0.0
165,211109135000,0.0
166,211109135500,0.0
167,211109140000,0.0
168,211109140500,0.0
169,211109141000,0.0
170,211109141500,0.0
171,211109142000,2.0
172,211109142500,3.0
173,211109143000,3.5
174,211109143500,4.0
175,211109144000,5.5
176,211109144500,6.0
177,211109145000,6.5
178,211109145500,6.5
179,211109150000,6.5
180,211109150500,6.5
181,211109151000,6.5
182,211109151500,6.5
183,211109152000,6.5
184,211109152500,6.5
185,211109153000,6.5
186,211109153500,6.5
187,211109154000,6.5
188,211109154500,6.5
189,211109155000,6.5
190,211109155500,6.5
191,211109160000,6.5
192,211109160500,6.5
193,211109161000,6.5
194,211109161500,6.5
195,211109162000,6.5
196,211109162500,6.5
197,211109163000,6.5
198,211109163500,6.5
199,211109164000,6.5
200,211109164500,6.5
201,211109165000,6.5
202,211109165500,6.5
203,211109170000,6.5
204,211109170500,6.5
205,211109171000,6.5
206,211109171500,6.5
207,211109172000,6.5
208,211109172500,6.5
209,211109173500,6.5
210,211109174000,6.5
211,211109174500,6.5
212,211109175000,6.5
213,211109175500,6.5
214,211109180000,6.5
215,211109180500,6.5
216,211109181000,6.5
217,211109181500,6.5
218,211109182000,6.5
219,211109182500,6.5
220,211109183000,6.5
221,211109183500,6.5
222,211109184000,6.5
223,211109184500,6.5
224,211109192000,6.5
225,211109192500,6.5
226,211109193000,6.5
227,211109193500,6.5
228,211109194000,6.5
229,211109194500,6.5
230,211109195000,7.0
231,211109195500,7.0
232,211109200000,7.0
233,211109200500,7.5
234,211109201000,7.5
235,211109201500,8.0
236,211109202000,8.0
237,211109202500,8.0
238,211109203000,8.0
239,211109203500,8.0
240,211109204000,8.0
241,211109204500,8.0
242,211109205000,8.0
243,211109205500,8.0
244,211109210000,8.0
245,211109210500,8.0
246,211109211000,8.0
247,211109211500,8.0
248,211109212000,8.0
249,211109212500,8.0
250,211109222000,8.5
