~~~ NIWA TIDEDA ~~~ JPS 
~~~ LIST ~~~
Source is Site at FWPP0002 
1 Item INCREMENTAL From 06/15/2020 to 06/15/2020 
	Rain	Date		Time
	5	200615		113126 
	5	200615		113133 
	5	200615		113140 
	5	200615		113147 
	5	200615		113154 
	5	200615		113201 
	5	200615		113208 
	5	200615		113215 
	5	200615		113222 
	5	200615		113229 
	5	200615		113236 
	5	200615		113243 
	5	200615		113435 
	5	200615		113442 
	5	200615		113634 
	5	200615		113641 
	5	200615		113648 
	5	200615		113655 
	5	200615		113702 
	5	200615		113709 
	5	200615		113716 
	5	200615		113723 
	5	200615		113730 
	5	200615		113737 
	5	200615		113744 
	5	200615		113751 
	5	200615		113627 
	5	200615		113620 
	5	200615		113613 
	5	200615		113449 
	5	200615		113456 
	5	200615		113503 
	5	200615		113510 
	5	200615		113517 
	5	200615		113524 
	5	200615		113531 
	5	200615		113538 
	5	200615		113545 
	5	200615		113552 
	5	200615		113559 
	5	200615		113606 
	5	200615		113758 
	5	200615		113112 
	5	200615		112426 
	5	200615		112618 
	5	200615		112625 
	5	200615		112632 
	5	200615		112639 
	5	200615		112646 
	5	200615		112653 
	5	200615		112700 
	5	200615		112707 
	5	200615		112714 
	5	200615		112721 
	5	200615		112728 
	5	200615		112735 
	5	200615		112611 
	5	200615		112604 
	5	200615		112557 
	5	200615		112433 
	5	200615		112440 
	5	200615		112447 
	5	200615		112454 
	5	200615		112501 
	5	200615		112508 
	5	200615		112515 
	5	200615		112522 
	5	200615		112529 
	5	200615		112536 
	5	200615		112543 
	5	200615		112550 
	5	200615		112742 
	5	200615		112749 
	5	200615		112941 
	5	200615		112948 
	5	200615		112955 
	5	200615		113002 
	5	200615		113009 
	5	200615		113016 
	5	200615		113023 
	5	200615		113030 
	5	200615		113037 
	5	200615		113044 
	5	200615		113051 
	5	200615		113058 
	5	200615		112934 
	5	200615		112927 
	5	200615		112920 
	5	200615		112756 
	5	200615		112803 
	5	200615		112810 
	5	200615		112817 
	5	200615		112824 
	5	200615		112831 
	5	200615		112838 
	5	200615		112845 
	5	200615		112852 
	5	200615		112859 
	5	200615		112906 
	5	200615		112913 
	5	200615		113105 
	5	200615		114458 
	5	200615		114650 
	5	200615		114657 
	5	200615		114704 
	5	200615		114711 
	5	200615		114718 
	5	200615		114725 
	5	200615		114732 
	5	200615		114739 
	5	200615		114746 
	5	200615		114753 
	5	200615		114800 
	5	200615		114813 
	5	200615		114643 
	5	200615		114636 
	5	200615		114629 
	5	200615		114505 
	5	200615		114512 
	5	200615		114519 
	5	200615		114526 
	5	200615		114533 
	5	200615		114540 
	5	200615		114547 
	5	200615		114554 
	5	200615		114601 
	5	200615		114608 
	5	200615		114615 
	5	200615		114622 
	5	200615		114814 
	5	200615		114821 
	5	200615		115013 
	5	200615		115020 
	5	200615		115027 
	5	200615		115034 
	5	200615		115041 
	5	200615		115048 
	5	200615		115055 
	5	200615		115102 
	5	200615		115109 
	5	200615		115116 
	5	200615		115123 
	5	200615		115130 
	5	200615		115006 
	5	200615		114959 
	5	200615		114952 
	5	200615		114828 
	5	200615		114835 
	5	200615		114842 
	5	200615		114849 
	5	200615		114856 
	5	200615		114903 
	5	200615		114910 
	5	200615		114917 
	5	200615		114924 
	5	200615		114931 
	5	200615		114938 
	5	200615		114945 
	5	200615		115137 
	5	200615		114451 
	5	200615		113805 
	5	200615		113957 
	5	200615		114004 
	5	200615		114011 
	5	200615		114018 
	5	200615		114025 
	5	200615		114032 
	5	200615		114039 
	5	200615		114046 
	5	200615		114053 
	5	200615		114100 
	5	200615		114107 
	5	200615		114114 
	5	200615		113950 
	5	200615		113943 
	5	200615		113936 
	5	200615		113812 
	5	200615		113819 
	5	200615		113826 
	5	200615		113833 
	5	200615		113840 
	5	200615		113847 
	5	200615		113854 
	5	200615		113901 
	5	200615		113908 
	5	200615		113915 
	5	200615		113922 
	5	200615		113929 
	5	200615		114121 
	5	200615		114128 
	5	200615		114320 
	5	200615		114327 
	5	200615		114334 
	5	200615		114341 
	5	200615		114348 
	5	200615		114355 
	5	200615		114402 
	5	200615		114409 
	5	200615		114416 
	5	200615		114423 
	5	200615		114430 
	5	200615		114437 
	5	200615		114313 
	5	200615		114306 
	5	200615		114259 
	5	200615		114135 
	5	200615		114142 
	5	200615		114149 
	5	200615		114156 
	5	200615		114203 
	5	200615		114210 
	5	200615		114217 
	5	200615		114224 
	5	200615		114231 
	5	200615		114238 
	5	200615		114245 
	5	200615		114252 
	5	200615		114444 
