~~~ NIWA TIDEDA ~~~ JPS 
~~~ LIST ~~~
Source is Site at MTES0001 
1 Item INCREMENTAL From 03/08/2021 to 03/17/2021 
	Rain	Date		Time
	5	210316		145201 
	5	210316		150148 
	5	210317		161554 
	5	210317		161116 
	5	210317		152917 
	5	210317		143619 
	5	210317		143616 
	5	210317		143547 
	5	210317		143546 
	5	210317		143543 
	5	210317		143235 
	5	210317		143231 
	5	210317		142524 
	5	210317		142524 
	5	210317		142523 
	5	210317		162131 
