$,FWPP0002,7654321,20P02030001,201101000000,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971508,101.678770,*
$,FWPP0002,7654321,20P02030001,201101000500,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971503,101.678755,*
$,FWPP0002,7654321,20P02030001,201101001000,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971503,101.678755,*
$,FWPP0002,7654321,20P02030001,201101001500,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,1,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971503,101.678755,*
$,FWPP0002,7654321,20P02030001,201101002000,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,1,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971503,101.678755,*
$,FWPP0002,7654321,20P02030001,201101002500,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,1,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971503,101.678755,*
$,FWPP0002,7654321,20P02030001,201101003000,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0.5,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971503,101.678755,*
$,FWPP0002,7654321,20P02030001,201101003500,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0.5,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971527,101.678751,*
$,FWPP0002,7654321,20P02030001,201101004000,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0.5,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971527,101.678751,*
$,FWPP0002,7654321,20P02030001,201101004500,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0.5,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971527,101.678751,*
$,FWPP0002,7654321,20P02030001,201101005000,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0.5,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971527,101.678751,*
$,FWPP0002,7654321,20P02030001,201101005500,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0.5,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971527,101.678751,*
$,FWPP0002,7654321,20P02030001,201101010000,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971527,101.678751,*
$,FWPP0002,7654321,20P02030001,201101010500,Nr,13.0,-51,0,0,4.6,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971489,101.678726,*
$,FWPP0002,7654321,20P02030001,201101011000,Nr,13.0,-51,0,0,4.7,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971489,101.678726,*
$,FWPP0002,7654321,20P02030001,201101011500,Nr,13.0,-51,0,0,4.7,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0,1,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971489,101.678726,*
$,FWPP0002,7654321,20P02030001,201101012000,Nr,13.0,-51,0,0,4.7,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0,1,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971489,101.678726,*
$,FWPP0002,7654321,20P02030001,201101012500,Nr,13.0,-51,0,0,4.7,,,30,60,5,7,9,,,19-82,497.0,0.0,0,0,0,0,0,0,1,1.5,1.5,1.5,1.5,1.5,,0.0000,,0.0000,,0,0,0,0,0123456789,0129876543,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,0,2.971489,101.678726,*
